tiers_key,ca,TOTMVTC,TOTMVTD,TOTMVTCnet,TOTMVTDnet,ENG,MontImp,encours,Encours_Moyen_Debiteur,Encours_Moyen_crediteur,INCIDENTCHQ,INCIDENTCHQ_R,INCIDENTCHQ_N_R,Interdit,InterditAct,NBIMP,Interet_Non_ECHU,Encaiss_Recu,NBECHEANCE,Code_Classe,Var Signalitiques.Code_Profession,Var Signalitiques.Profession,Var Signalitiques.Code_Activite_Economique,Var Signalitiques.Activite_Economique,Var Signalitiques.Code_secteur_activite,Var Signalitiques.Secteur_Activite,Var Signalitiques.Ville,Var Signalitiques.Code_Postal,Var Signalitiques.Date_Ouverture
637545,,0.0,-355.654,0.0,-177.588,,,,1708.179536,0.0,,,,,,,,,,0.0,,,GBD99,COMMERCE DE GROS D'AUTRES BIENS DOMESTIQUES,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,,,2021-06-24
637548,,0.0,-482.258,0.0,-449.321,235722,235722.0,0,2301.351358,,,,,,,16.0,,,36.0,5.0,,,NAA01,LOCATION ET LOCATION-BAIL DE VOITURES ET DE VEHICULES AUTOMOBILES LEGERS,,ACTIVITES DE SERVICES ADMINISTRATIFS ET DE SOUTIEN,JERBA,4180.0,2009-05-29
637633,,0.0,-234.164,0.0,-227.248,,,,514.2544,0.0,,,,,,,,,,1.0,P0801,AGRICULTEURS,CAE99,FABRICATION D'AURTRES PRODUITS LAITIERS,,,EL MZIRAA,2134.0,2022-07-27
637875,,,,,,,,,,0.0,,,,O,O,,,,,,,,IAA99,HOTELS ET HEBERGEMENT SIMILAIRE,IA,HEBERGEMENT ET RESTAURATION,JERBA,4180.0,1993-02-19
637876,22581.7,22581.7,-23752.084,22581.7,-22872.056,,,,36.678493,93.029871,,,,,,,,-22073.444,48.0,,,,RDA03,Activités des centres de culture physique,RD,"ARTS, SPECTACLES ET ACTIVITES RECREATIVES",JERBA,4180.0,2021-02-04
638021,24035.0,45551.626,-47990.029,45551.626,-46599.845,50000,0.0,50000,,49286.59903,,,,,,,,,,,,,GCA03,COMMERCE DE DETAIL DE  PRODUITS DIVERS DE L'ARTISANAT,GC,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,JERBA AEROPORT,4120.0,2017-04-03
638065,,34262.007,-34208.457,550.0,-34170.51,"119680,857",48468.85,"71212,007",156.338997,2.174027,,,,,,10.0,8699.899,-33712.006,121.0,,P1701,PERSONNELS DES SERVICES DE L'HOTELLERIE ET DE LA RESTAURATION,,,,,JERBA,4180.0,2016-08-10
638077,,0.0,-61.308,,,"371607,018",371607.018,0,28490.51578,0.0,2.0,,2.0,O,O,212.0,150.01,,595.0,5.0,,,IAA99,HOTELS ET HEBERGEMENT SIMILAIRE,IA,HEBERGEMENT ET RESTAURATION,,,2020-09-16
638082,73032.467,73032.467,-77082.481,73032.467,-76864.723,,,,66.303093,3112.0552,,,,,,,,,,,P0401,DIRIGEANTS / GERANTS D'ENTREPRISES,,,,,JERBA,4180.0,2014-01-23
638146,608362.69,610346.903,-585412.694,610346.903,-585033.132,"41461,611",0.0,"41461,611",18.51752,66308.267336,,,,,,,2781.71,-30933.795,20.0,,P0504,PHARMACIENS LIBERAUX,,,,,JERBA,4180.0,2020-02-28
638249,,,,,,"455532,756",455532.756,0,8256.503298,742.90206,,,,,,21.0,,,49.0,,P0401,DIRIGEANTS / GERANTS D'ENTREPRISES,,,,,,,2019-11-26
638257,2199.653,143509.021,-5342.272,143509.021,0.0,,,,139373.623232,14217.468317,,,,,,,,,636.0,5.0,,,IAA99,HOTELS ET HEBERGEMENT SIMILAIRE,IA,HEBERGEMENT ET RESTAURATION,,8050.0,2019-09-02
638285,13000.0,13000.0,-5407.192,13000.0,-5273.267,,,,159.140284,1584.759942,,,,,,,,,,,P1099,AUTRES COMMERCANTS ET ASSIMILES,,,,,JERBA,4180.0,1997-10-17
638475,,0.0,-31674.066,0.0,-27898.571,"15219666,265",15219666.265,0,1026500.284805,0.0,,,,,,32.0,,,110.0,5.0,,,IAA99,HOTELS ET HEBERGEMENT SIMILAIRE,IA,HEBERGEMENT ET RESTAURATION,,,2021-02-11
638643,54224.591,62974.949,-57872.46,62974.949,-57742.268,"223042,986",169492.986,53550,2168.567473,0.0,,,,,,97.0,5959.56,-40294.191,800.0,5.0,P1801,OUVRIERS DES METIERS D'ARTISANAT,,,,,JERBA,4180.0,2022-08-11
638648,,0.0,-340.122,0.0,-320.979,,,,1351.391315,,,,,,,,,,,,,,CGA01,APPRET ET TANNAGE DES CUIRS; PREPARATION ET TEINTURE DES FOURRURES,CG,INDUSTRIE MANUFACTURIERE,JERBA,4180.0,1998-03-03
638980,294030.155,294030.155,-302514.736,294030.155,-301607.816,,,,4750.840345,49.666043,,,,,,,,,,,,,GCE02,"COMMERCE DE DETAIL DE QUINCAILLERIE, PEINTURES ET VERRES EN MAGASIN SPECIALISE",GC,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,JERBA,4180.0,1999-08-27
639075,4800.0,212750.93,-212084.569,4800.0,-210626.364,"1299297,044",49925.086,"1249371,958",288.231564,50.793917,,,,,,4.0,449931.346,-210335.702,497.0,4.0,,,ACB02,AQUACULTURE EN EAU DOUCE,AC,"AGRICULTURE, SYLVICULTURE ET PECHE",JERBA,4051.0,1999-12-20
639094,423857.978,1025558.099,-1164958.393,1025558.099,-1164866.525,,,,,129619.482706,,,,,,,,,,,P1104,AGENTS IMMOBILIERS INDEPENDANTS,,,,,JERBA,4180.0,2017-04-26
639119,437841.517,437841.517,-435100.891,437841.517,-434714.046,,,,322.278695,3886.960221,,,,,,,,,,,,,GCE04,COMMERCE DE DETAIL D'APPAREILS ELECTROMENAGERS EN MAGASIN SPECIALISE,GC,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,JERBA,4180.0,2000-03-10
639239,406323.537,1108237.542,-1118857.135,808237.542,-1099227.203,"734732,048",206936.536,"527795,512",201163.134501,1616.559558,17.0,17.0,,,,21.0,106524.688,-71396.94,138.0,1.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,GBC01,COMMERCE DE GROS DE FRUITS ET LEGUMES,,,JERBA,4180.0,2019-01-02
639330,28111.6,30751.154,-50349.182,30751.154,-50339.43,,,,70.093901,15913.491687,,,,,,,,,,,P1101,INTERMEDIAIRES INDEPENDANTS DU COMMERCE,,,,,JERBA,4180.0,2017-06-21
639509,,,,,,"1859,44",0.0,"1859,44",5784.096624,0.0,,,,,,,,,,5.0,P0401,DIRIGEANTS / GERANTS D'ENTREPRISES,,,,,,4180.0,1997-12-30
639547,,,,,,,,,209.403715,0.0,,,,,,,,,,,,,IAA99,HOTELS ET HEBERGEMENT SIMILAIRE,IA,HEBERGEMENT ET RESTAURATION,EL MENZAH 1,1004.0,2001-01-02
639565,,,,,,,,,2301.95395,,,,,,,,,,,,P0905,ARTISANS DU BATIMENT ET ASSIMILES,,,,,MIDOUN,4116.0,2001-10-10
639567,,,,,,,,,7337.277643,22.922027,,,,,,,,,,,,,GBC01,COMMERCE DE GROS DE FRUITS ET LEGUMES,,,,4180.0,1999-06-22
639588,,,,,,,,,,0.0,,,,,,,,,,,,,IAA99,HOTELS ET HEBERGEMENT SIMILAIRE,IA,HEBERGEMENT ET RESTAURATION,GHIZEN,4156.0,2002-05-20
639853,4078535.891,4928776.058,-5055826.358,4078535.891,-5054124.874,"1227759,88",307017.273,"920742,607",84666.120745,57619.929509,,,,,,,83166.124,-850240.168,233.0,,,,IAA99,HOTELS ET HEBERGEMENT SIMILAIRE,IA,HEBERGEMENT ET RESTAURATION,MIDOUN,4116.0,2002-05-07
639893,1200.0,1200.0,-2239.785,1200.0,-2238.0,,,,,755.916041,,,,O,O,,,,,,,,NCA01,ACTIVITES DES AGENCES DE VOYAGE,NC,ACTIVITES DE SERVICES ADMINISTRATIFS ET DE SOUTIEN,HOUMT SOUK JERBA,4089.0,1994-11-16
639897,363224.87,382043.38,-372379.715,364224.87,-372055.499,"17818,51",0.0,"17818,51",22.222361,37155.378753,,,,,,,1103.836,-17818.509,181.0,,,,IAA99,HOTELS ET HEBERGEMENT SIMILAIRE,IA,HEBERGEMENT ET RESTAURATION,JERBA,4180.0,2002-07-10
640238,91170.975,91994.275,-91404.343,91994.275,-91134.967,,,,89.678802,1730.238482,,,,,,,87.757,-5336.081,140.0,,P1402,CADRES COMMERCIAUX,,,,,JERBA,4180.0,2018-09-24
640414,228827.343,228827.343,-159715.864,228827.343,-159444.89,,,,26162.675219,,,,,,,,,,16.0,,,,SCA04,ACTIVITES THERMALES ET DE THALASSOTHERAPIE,SC,AUTRES ACTIVITES DE SERVICES,JERBA,4180.0,2004-01-27
640449,305478.359,540129.826,-498514.252,540129.826,-496396.325,"93833,362",23401.77,"70431,592",93970.036468,,,,,,,,,-52560.0,5.0,1.0,,,CEB02,TISSAGE TRADITIONNEL,CE,INDUSTRIE MANUFACTURIERE,JERBA,4180.0,2004-03-23
640514,,0.0,-76.5,0.0,-76.5,,,,1110.061479,0.0,,,,,,,,,,,,,GBC08,COMMERCE DE GROS SPECIALISE D'AUTRES PRODUITS ALIMENTAIRES,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,HOUMT SOUK,4180.0,2021-03-12
640558,4639.6,10296.22,-6287.946,10296.22,-6245.893,,,,170.367194,2420.512112,,,,,,,,,,,P0903,"ARTISANS DE L'HABILLEMENT, DU TEXTILE ET ASSIMILES",,,,,JERBA,4180.0,2004-03-29
640816,1307810.257,1307810.257,-260.31,1307810.257,-181.6,"1151352,392",1151352.392,0,246608.794394,208128.774263,,,,,,21.0,,,59.0,5.0,,,IAA99,HOTELS ET HEBERGEMENT SIMILAIRE,IA,HEBERGEMENT ET RESTAURATION,,,2021-03-30
641093,100623.5,100623.5,-142818.539,100623.5,-137662.906,"5282428,285",3910925.304,"1371502,981",282951.262564,6693.680054,5.0,4.0,1.0,O,O,148.0,217230.3,,468.0,4.0,,,IAA99,HOTELS ET HEBERGEMENT SIMILAIRE,IA,HEBERGEMENT ET RESTAURATION,,,2022-11-02
641250,,0.0,-517.572,0.0,-270.921,,,,6985.438931,0.0,,,,O,O,,,,,0.0,,,GBC08,COMMERCE DE GROS SPECIALISE D'AUTRES PRODUITS ALIMENTAIRES,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,,,2021-03-12
641255,,0.0,-1847.74,0.0,-1754.21,"3564211,77",3564211.77,0,109698.872416,0.0,,,,,,2.0,,,3.0,5.0,,,IAB99,HEBERGEMENT TOURISTIQUE ET AUTRE HEBERGEMENT DE COURTE DUREE,IA,HEBERGEMENT ET RESTAURATION,,,2021-03-30
641269,,0.0,-491.194,0.0,-368.42,,,,1726.848608,,,,,,,,,,,,,,DAA04,COMMERCE D'ELECTRICITE,DA,"PRODUCTION ET DISTRIBUTION D'ELECTRICITE, DE GAZ, DE VAPEUR ET D'AIR CONDITIONNE",ERRIADH,4146.0,2005-11-18
641291,,0.0,-351.0,0.0,-351.0,,,,289.454794,0.0,,,,O,O,,,,,5.0,,,NAB01,LOCATION ET LOCATION-BAIL D'ARTICLES DE LOISIRS ET DE SPORT,,ACTIVITES DE SERVICES ADMINISTRATIFS ET DE SOUTIEN,SOUANI,4185.0,2021-03-05
641319,,0.0,-285.6,0.0,-285.6,,,,,5279.627528,,,,O,O,,,,,4.0,,,IAA99,HOTELS ET HEBERGEMENT SIMILAIRE,IA,HEBERGEMENT ET RESTAURATION,REPUBLIQUE,1001.0,1980-01-04
641556,605.04,605.04,-605.04,605.04,-531.54,,,,,0.0,,,,O,O,,,,,,,,CJA02,AUTRE IMPRIMERIE (LABEUR),CJ,INDUSTRIE MANUFACTURIERE,SOUSSE,,2021-02-16
641557,688.106,688.106,-177.581,688.106,-173.495,,,,279.752868,6.418742,,,,,,,,,,,P1099,AUTRES COMMERCANTS ET ASSIMILES,,,,,OUERDANINE,5010.0,2016-11-01
641603,,0.0,-99.703,0.0,-98.38,,,,17.116789,4.134169,,,,,,,,,,0.0,P9904,SANS PROFESSION,HAC02,TRANSPORTS DE VOYAGEURS PAR TAXIS ET PAR LOUAGE,,,OUERDANINE,5010.0,2020-10-02
641625,,0.0,-151.209,0.0,-151.076,,,,10.698019,26.939589,,,,,,,,,,0.0,,,CAD01,FABRICATION D'HUILES D'OLIVES,CA,INDUSTRIE MANUFACTURIERE,OUERDANINE,5010.0,2005-03-01
641627,52602.725,52602.725,-56548.808,52602.725,-56177.192,"25950,332",3203.465,"22746,867",1706.574553,2987.127621,,,,,,6.0,4458.227,-5923.166,67.0,2.0,P0905,ARTISANS DU BATIMENT ET ASSIMILES,,,,,SAHLINE,5012.0,2018-12-13
641714,160555.6,160555.6,-160403.124,160555.6,-160266.061,,,,128.366849,1011.67095,,,,,,,,,,,P1099,AUTRES COMMERCANTS ET ASSIMILES,,,,,OUERDANINE,5010.0,1999-11-10
641911,,,,,,,,,2048.977939,,,,,O,O,,,,,5.0,P0999,AUTRES ENTREPRENEURS INDIVIDUELS ARTISANS,,,,,OUERDANINE,5010.0,2005-04-14
641928,1683.524,2747.048,-3216.24,2747.048,-3195.051,,,,550.087928,25.242953,,,,,,,,,84.0,1.0,P9901,RETRAITES,,,,,OUERDANINE,5010.0,2021-07-14
642095,,,,,,,,,,0.0,,,,O,O,,,,,,,,GBA05,"INTERMEDIAIRES DU COMMERCE EN MEUBLES, ARTICLES DE MENAGE ET QUINCAILLERIE",GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,OUERDANINE,5010.0,2003-06-04
642104,,0.0,-188.658,0.0,-184.214,,,,339.084936,,,,,,,,,,,,,,GCE05,"COMMERCE DE DETAIL DE MEUBLES, APPAREILS D'ECLAIRAGE ET AUTRES ARTICLES DE MENAGE EN MAGASIN SPECIALISE",GC,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,OUERDANINE,5010.0,2003-07-14
642176,134360.0,134360.0,-137646.744,134360.0,-137554.456,"3438,36",0.0,"3438,36",381.453235,4403.333293,,,,,,,155.04,-8257.338,64.0,,P1001,COMMERCANT DANS L'ALIMENTATION GENERALE,,,,,OUERDANINE,5010.0,2018-12-13
642177,,,,,,,,,1596.899912,,,,,O,O,,,,,5.0,,,ABC02,RECOLTE DU LIEGE,AB,"AGRICULTURE, SYLVICULTURE ET PECHE",OUERDANINE,5010.0,2018-04-18
642178,,,,,,,,,,127.864723,,,,,,,,,,,P1402,CADRES COMMERCIAUX,,,,,,5000.0,2019-07-29
642286,1012965.0,1012965.0,-1023914.488,1012965.0,-1023788.023,,,,14070.187035,6400.538495,,,,,,,,,,0.0,P1001,COMMERCANT DANS L'ALIMENTATION GENERALE,,,,,CITE ENNOUHOUDH,3160.0,2020-06-12
644237,,2354.632,-3856.828,2354.632,-3803.238,"31613,34",0.0,"31613,34",3061.986857,31993.89095,,,,,,,,,,,P0401,DIRIGEANTS / GERANTS D'ENTREPRISES,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,,,HAJEB LAYOUN,3160.0,2004-10-04
644346,541872.98,544827.86,-304730.126,544827.86,-304471.015,,,,807.703413,8264.1678,,,,,,,,,20.0,,,,IAA99,HOTELS ET HEBERGEMENT SIMILAIRE,IA,HEBERGEMENT ET RESTAURATION,JERBA,4180.0,2001-01-02
644658,68168.0,79918.0,-66666.795,79918.0,-66617.802,7500,0.0,7500,115.286095,5122.288523,,,,,,,629.12,-5816.861,96.0,0.0,P0401,DIRIGEANTS / GERANTS D'ENTREPRISES,,,,,GHIZEN,4156.0,2016-01-22
644684,99681.3,99681.3,-104037.733,99681.3,-103247.771,,,,13595.262753,0.0,,,,,,,,,138.0,,P1003,"DROGUERIES, QUINCAILLERIES, PIECES DE RECHANGES ET ASSIMILES",,,,,OUERDANINE,5010.0,2021-09-15
645023,312966.818,312966.818,-313584.457,312966.818,-313529.424,,,,106.543317,3098.98012,,,,,,,,,,,P1003,"DROGUERIES, QUINCAILLERIES, PIECES DE RECHANGES ET ASSIMILES",,,,,OUERDANINE,5010.0,2020-08-05
641887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645122,,,,,,,,,,0.0,,,,,,,,,,,P1099,AUTRES COMMERCANTS ET ASSIMILES,,,,,OUERDANINE,5010.0,1994-01-21
645237,,0.0,-240.691,0.0,-231.205,,,,691.158857,,,,,,,,,,,,,,CAD01,FABRICATION D'HUILES D'OLIVES,CA,INDUSTRIE MANUFACTURIERE,JERBA,4180.0,2004-12-28
645309,,,,,,,,,,0.0,,,,,,,,,,,P0499,AUTRES DIRIGEANTS / GERANTS D'ENTREPRISES ET D'ORGANISATION ,,,,,OUERDANINE,5010.0,1995-07-26
645350,2530.0,2530.0,-882.396,2530.0,-749.413,,,,3755.853276,0.0,,,,O,O,,,,39.0,,P1003,"DROGUERIES, QUINCAILLERIES, PIECES DE RECHANGES ET ASSIMILES",,,,,OUERDANINE,5010.0,2018-10-05
645389,4676.15,10080.285,-9373.8,10080.285,-9252.556,,,,648.281339,5.003452,,,,,,,,,,,P0999,AUTRES ENTREPRENEURS INDIVIDUELS ARTISANS,,,,,OUERDANINE,5010.0,1994-04-18
645631,2235.0,6065.0,-5268.366,6065.0,-5266.932,,,,3.089013,2093.758013,,,,,,,,,,,,,GCF02,COMMERCE DE DETAIL DE JOURNAUX ET PAPETERIE EN MAGASIN SPECIALISE,,,,,2022-01-20
645686,134015.503,134015.503,-130709.557,134015.503,-130584.828,,,,3246.216635,459.713687,,,,,,,,,,,P1001,COMMERCANT DANS L'ALIMENTATION GENERALE,,,,,CITE ENNOUZHA,5010.0,2020-06-02
645764,160245.0,160245.0,-160183.187,160245.0,-160034.348,"26394,9",0.0,"26394,9",12.167205,2239.606394,,,,O,O,,3373.75,-13809.217,95.0,1.0,P0599,AUTRES PROFESSIONS LIBERALES,,,,,OUERDANINE,5010.0,2017-01-31
645944,3900.0,3900.0,-340.045,3900.0,-175.156,1000,0.0,1000,18.98892,1554.944797,,,,,,,,,,0.0,,,ACB01,AQUACULTURE EN MER,AC,"AGRICULTURE, SYLVICULTURE ET PECHE",MONASTIR,5000.0,2005-05-18
645957,,,,,,,,,,0.0,,,,,,,,,,,,,FCC04,TRAVAUX DE MIROITERIE DE BATIMENTS; VITRERIE,FC,CONSTRUCTION,OUERDANINE,5010.0,2005-06-21
645994,31153.585,31153.585,-42030.687,31153.585,-41926.122,,,,20691.11838,,,,,,,,,,,0.0,,,FAA99,PROMOTION IMMOBILIERE,FA,CONSTRUCTION,OUERDANINE,5010.0,2006-02-15
646068,1528364.134,1528364.134,-1590767.147,1528364.134,-1588572.837,,,,72596.216463,0.0,,,,O,O,,,-9401.832,96.0,,P1006,EXPLOITANTS EN GERANCE LIBRE DES STATIONS DE SERVICES,,,,,OUERDANINE,5010.0,2008-05-21
646075,,2723.447,0.0,2723.447,0.0,,,,2715.985501,,,,,O,O,,,,,,,,GBG06,COMMERCE DE GROS DE PRODUITS CHIMIQUES,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,MONASTIR,5000.0,2010-05-11
646098,1048957.527,1079919.306,-1008582.461,1079830.056,-1008267.098,,,,245.920506,256086.784265,,,,,,,,,,,P0504,PHARMACIENS LIBERAUX,,,,,OUARDANINE.......,5010.0,1991-12-17
646137,15727.4,19345.796,-20049.573,19345.796,-19820.944,"1517,725",0.0,"1517,725",3083.520734,18.817093,,,,,,,89.755,-1595.708,102.0,2.0,P0907,ARTISANS DANS LA METALLURGIE ET L'AUTOMOBILE ET ASSIMILES,,,,,OUERDANINE,5010.0,2008-12-05
646179,,,,,,,,,,38.512197,,,,,,,,,59.0,,,,GCB02,COMMERCE DE DETAIL DE VIANDES ET DE PRODUITS À BASE DE VIANDE EN MAGASIN SPECIALISE,,,,,2017-09-28
646209,893438.08,893438.08,-904978.149,893438.08,-904620.435,,,,,139771.997632,,,,,,,,,,,,,CXF99,AUTRES ACTIVITES MANUFACTURIERES N.C.A.,CX,INDUSTRIE MANUFACTURIERE,OUERDANINE,5010.0,2009-04-06
646211,253730.635,253731.189,-329588.889,253731.189,-329475.568,,,,1076.581128,7060.218841,,,,,,,,-1863.686,52.0,0.0,P0803,ELEVEURS,,,,,,5010.0,2022-04-22
646214,1022436.5,1045903.956,-1040648.381,1045903.956,-1029308.565,,,,5099.039512,1104.681567,25.0,19.0,6.0,O,O,,,,,,P0401,DIRIGEANTS / GERANTS D'ENTREPRISES,GCE02,"COMMERCE DE DETAIL DE QUINCAILLERIE, PEINTURES ET VERRES EN MAGASIN SPECIALISE",,,OUERDANINE,5010.0,2007-08-02
646215,,,,,,,,,3066.98721,15.872394,,,,O,O,,,,,5.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,,,,,OUERDANINE,5010.0,2009-04-27
646221,1943135.006,2165038.379,-2149495.8782,2164889.629,-2125746.2162,"379595,375",94173.124,"285422,251",149300.734627,,18.0,9.0,9.0,O,O,1.0,10877.34,-643543.915,116.0,1.0,,,LAA99,ACTIVITES DES MARCHANDS DE BIENS IMMOBILIERS,LA,ACTIVITES IMMOBILIERES,OUERDANINE,5010.0,2009-05-08
646224,,0.0,-193.073,0.0,-188.202,,,,368.590983,,,,,,,,,,,,,,LAA99,ACTIVITES DES MARCHANDS DE BIENS IMMOBILIERS,LA,ACTIVITES IMMOBILIERES,MONASTIR,5000.0,2009-05-14
645836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646229,21844.033,21844.033,-21742.201,21844.033,-21608.67,"1096,208",0.0,"1096,208",135.46758,67.622802,,,,,,,14.04,-6291.462,165.0,,P1099,AUTRES COMMERCANTS ET ASSIMILES,,,,,OUERDANINE,5010.0,2022-03-17
646236,,0.0,-413.081,0.0,-318.0,"10438,707",10438.707,0,20488.261389,10.820273,,,,,,27.0,34.096,,88.0,5.0,P1001,COMMERCANT DANS L'ALIMENTATION GENERALE,,,,,,,2020-10-21
646242,,64065.714,-178.05,64065.714,0.0,,,,63085.068246,0.0,,,,O,O,,31562.965,,36.0,,P0402,DIRECTEURS D'ENTREPRISES,,,,,,,2018-06-13
646256,940352.1,948030.6,-985173.014,947852.1,-981168.141,,,,31642.077789,241.565391,,,,,,,,,,0.0,P0803,ELEVEURS,GCB02,COMMERCE DE DETAIL DE VIANDES ET DE PRODUITS À BASE DE VIANDE EN MAGASIN SPECIALISE,AA,"AGRICULTURE, SYLVICULTURE ET PECHE",OUERDANINE,5010.0,1995-04-28
646289,62691.754,65391.754,-63292.482,65391.754,-63167.478,,,,2406.036427,529.451624,,,,,,,,,121.0,0.0,P0401,DIRIGEANTS / GERANTS D'ENTREPRISES,,,,,SIDI AMEUR,5061.0,2013-02-21
646300,637302.741,680367.281,-731542.303,640367.281,-726861.451,"34274,121",1330.048,"32944,073",40510.574232,1359.188906,,,,,,,4280.476,-8379.714,21.0,1.0,P0803,ELEVEURS,GCB02,COMMERCE DE DETAIL DE VIANDES ET DE PRODUITS À BASE DE VIANDE EN MAGASIN SPECIALISE,,,OUERDANINE,5010.0,2000-08-07
646449,754427.0,754427.0,-763886.311,754427.0,-763472.411,,,,4296.378093,2699.929898,,,,,,,,,,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,,,,,OUERDANINE,5010.0,2020-08-17
646465,,,,,,,,,13016.435561,10.387463,1.0,,1.0,,,,,,139.0,5.0,,,GCA01,COMMERCE D'ALIMENTATION GENERALE,,,OUERDANINE,5010.0,2010-01-28
646531,157645.0,157645.0,-170212.418,157645.0,-164599.538,"35240,214",891.96,"34348,254",16512.87895,980.432136,12.0,5.0,7.0,,,,7640.177,-5457.346,91.0,1.0,P1003,"DROGUERIES, QUINCAILLERIES, PIECES DE RECHANGES ET ASSIMILES",,,,,OUERDANINE,5010.0,2009-09-07
646582,,0.0,-589.481,0.0,-475.996,,,,2517.293515,,,,,,,,,,,1.0,,,BEA99,ACTIVITES DE SOUTIEN À L'EXTRACTION D'HYDROCARBURES,BE,INDUSTRIES EXTRACTIVES,OUERDANINE,5010.0,2011-07-20
646691,100.0,100.0,-219.411,100.0,-212.71,,,,433.250178,,,,,O,O,,,,,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,CFA06,FABRICATION DE VETEMENTS DE DESSOUS,,,OUERDANINE,5010.0,2012-01-19
646724,6600.0,6600.0,-953.118,6600.0,-904.359,,,,3100.764191,,,,,,,,,,,,,,TAA99,ACTIVITES DES MENAGES EN TANT QU'EMPLOYEURS DE PERSONNEL DOMESTIQUE,TA,ACTIVITES DES MENAGES EN TANT QU'EMPLOYEURS; ACTIVITES DES MENAGES EN TANT  PRODUCTEURS DE BIENS ET SERVICES POUR USAGE PROPRE,OUERDANINE,5010.0,2012-03-14
646776,1685929.521,2052249.175,-2099451.062,2052159.925,-2062278.955,"343949,379",0.0,"343949,379",139999.33201,89.229643,61.0,59.0,2.0,,,,6115.633,-31256.278,121.0,,,,GBH99,COMMERCE DE GROS NON SPECIALISE,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,OUERDANINE,5010.0,2020-05-08
646786,,0.0,-163.294,0.0,-161.311,,,,169.576093,,,,,,,,,,,,,,CEB01,TISSAGE INDUSTRIEL,CE,INDUSTRIE MANUFACTURIERE,OUERDANINE,5010.0,2012-06-20
646816,,,,,,,,,,11.662958,,,,O,O,,,,,,P1002,COMMERCANT DANS L'AMEUBLEMENT ET L'ELECTRO MENAGER,,,,,OUERDANINE,5010.0,1990-07-18
646822,41780.5,41780.5,-46807.346,41780.5,-46724.118,,,,3098.695934,28.80929,,,,,,,,-4351.447,124.0,,P0401,DIRIGEANTS / GERANTS D'ENTREPRISES,,,,,OUARDANINE,5010.0,2008-01-21
646835,,0.0,-229.944,0.0,-221.493,,,,615.026356,,,,,,,,,,,,,,BEB99,ACTIVITES DE SOUTIEN AUX AUTRES INDUSTRIES EXTRACTIVES,BE,INDUSTRIES EXTRACTIVES,OUERDANINE,5010.0,2012-09-17
646882,24213.0,32213.0,-24362.136,24213.0,-24112.557,"6666,668",0.0,"6666,668",3802.364772,549.451449,,,,,,,980.464,-1735.061,8.0,,P1099,AUTRES COMMERCANTS ET ASSIMILES,GCE01,COMMERCE DE DETAIL DE TEXTILES EN MAGASIN SPECIALISE,,,OUERDANINE,5010.0,2013-01-07
647134,,0.0,-175.164,0.0,-172.029,,,,248.881413,0.0,,,,,,,,,,,P1001,COMMERCANT DANS L'ALIMENTATION GENERALE,,,,,OUERDANINE,5010.0,2017-05-29
647280,1423811.579,1428046.696,-1412423.156,1427957.446,-1410402.137,"16978,103",0.0,"16978,103",2521.420838,3787.530197,,,,,,,1169.64,-30648.205,236.0,,P1099,AUTRES COMMERCANTS ET ASSIMILES,,,,,OUERDANINE,5010.0,2014-05-14
647598,1500.0,9834.971,-11288.754,1500.0,-11182.076,"38599,206",1887.517,"36711,689",32.448608,189.156241,,,,O,O,2.0,15471.649,-10191.481,49.0,1.0,,,GCB01,COMMERCE DE DETAIL DE FRUITS ET LEGUMES EN MAGASIN SPECIALISE,,,OUERDANINE,5010.0,1992-08-24
647932,7989.0,14279.204,-14742.967,7989.0,-14636.282,"53101,664",1488.778,"51612,886",303.74446,166.604161,,,,O,O,2.0,37566.008,-11371.134,190.0,,P0599,AUTRES PROFESSIONS LIBERALES,JDD99,AUTRES ACTIVITES DE TELECOMMUNICATION,,,OUERDANINE,5010.0,2017-01-27
648097,264944.78,264944.78,-220453.481,264944.78,-219724.965,,,,9789.60972,320.097457,,,,,,,,,,,P1002,COMMERCANT DANS L'AMEUBLEMENT ET L'ELECTRO MENAGER,,,,,JILMA,9110.0,1989-10-12
